"id","zipcode","name","settlement_type_code","settlement_type","city_code","city","state_code","state","office_code","zone"
"1","63000","Tepic Centro","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"2","63009","Centro SCT Nayarit","22","Gran usuario","17","Tepic","18","Nayarit","63001","Urbano"
"3","63010","Paseo de La Constitución","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"4","63010","Amado Nervo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"5","63010","Amado Nervo","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"6","63010","Sacristán","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"7","63018","El Punto","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"8","63019","Loma Hermosa","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"9","63019","Francisco Villa","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"10","63020","Santa Teresita","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"11","63020","Unidad Deportiva Santa Teresita","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"12","63021","Adolfo López Mateos","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"13","63022","INDECO","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"14","63023","Senderos del Monte","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"15","63023","Buenos Aires","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"16","63023","Ojo de Agua","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"17","63030","Chapultepec","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"18","63030","San José","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"19","63030","Cuitlahuac","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"20","63030","Lomas de La Cruz Sutse","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"21","63035","Valle Verde","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"22","63035","Bugambilias","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"23","63035","Valle de Zaragoza","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"24","63035","Jardines del Valle","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"25","63035","Valle de La Cruz","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"26","63035","Ampliación El Paraíso","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"27","63035","Villas del Paraíso","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"28","63035","Islas del Paraíso","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"29","63035","Nueva Alemania","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"30","63035","Nuevo Progreso","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"31","63037","Lomas de La Cruz","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"32","63037","Villas de la Cruz","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"33","63037","Zapopan","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"34","63037","Los Viveros","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"35","63037","Los Arcos","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"36","63037","Sindicalistas","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"37","63037","La Loma","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"38","63037","La Lomita","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"39","63037","Tulipanes","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"40","63037","Villas Arana","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"41","63037","Residencial La Esmeralda","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"42","63037","Valle Verde Conalep","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"43","63037","Villas de la Laguna","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"44","63037","Ingeniero Agrónomo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"45","63038","El Mirador INFONAVIT","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"46","63038","El Paraíso","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"47","63038","Rancho las Cruces","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"48","63038","Reforma","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"49","63038","Las Pares","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"50","63038","Emilio M. González","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"51","63038","Las Conchas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"52","63039","Riveras de La Laguna","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"53","63039","Puerta de La Laguna","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"54","63039","Social Progresivo Cuba","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"55","63039","Real Montecarlo","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"56","63039","Camino Real","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"57","63039","Aztlán El Verde","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"58","63040","Magisterial","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"59","63050","Miguel íngel Paredes","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"60","63050","Mololoa","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"61","63050","El Parí­an","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"62","63058","Rivas Allende","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"63","63058","Sandino","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"64","63058","Sanchez Ibarra","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"65","63059","Villas de Matatipac","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"66","63059","San Juanito","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"67","63059","Lomas de La Laguna","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"68","63059","Lomas de Cortez","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"69","63060","El Rodeo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"70","63061","Lomas Altas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"71","63062","Lomas Bonitas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"72","63062","Rinconada Residencial","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"73","63062","El Palomar","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"74","63062","Alaska","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"75","63066","Lomas del Valle","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"76","63066","Florencia","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"77","63066","Lomas del Valle Ampliación","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"78","63067","Las Flores","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"79","63068","Luis Echeverría A.","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"80","63068","América Manrí­quez","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"81","63069","Primero de Mayo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"82","63069","Unidad Obrera","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"83","63069","Ampliación Unidad Obrera","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"84","63070","Emiliano Zapata","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"85","63070","La Huerta","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"86","63080","Heriberto Casas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"87","63081","Acayapan","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"88","63082","El Naranjal","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"89","63082","El Faisán","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"90","63083","Ampliación Santa Teresita","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"91","63083","Ruinas de Jauja","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"92","63084","Los Pinos","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"93","63084","Ingeniero Aguayo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"94","63088","Santa Fe","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"95","63089","Santa Cecilia","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"96","63100","20 de Noviembre","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"97","63109","Estadios","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"98","63110","Rodeo de La Punta","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"99","63110","Lindavista","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"100","63114","Guadalupe","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"101","63114","Solidaridad Primavera","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"102","63114","Residencial los Olivos","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"103","63114","Colinas del Nayar","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"104","63114","Dieciséis de Septiembre","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"105","63114","Solidaridad INFONAVIT","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"106","63114","Aztlán Solidaridad","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"107","63114","Ecologistas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"108","63114","Nuevas Delicias","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"109","63115","SPAUAN","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"110","63116","FOVISSSTE 2a Etapa","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"111","63117","Las Brisas FOVISSSTE","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"112","63117","Brisas de San Juan","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"113","63117","Las Brisas","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"114","63119","FOVISSSTE 1a Etapa","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"115","63120","Villa San íngel","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"116","63120","Obrera CTM","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"117","63120","IMSS","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"118","63128","Lomas de San Juan","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"119","63129","Cora","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"120","63129","Rey Nayar","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"121","63129","Aves del Paraíso","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"122","63129","Villas de San Juan","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"123","63129","Arboledas","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"124","63129","Jagí¼ey","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"125","63129","Tí­o Baltazar","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"126","63129","Leonardo Rodrí­guez Alcaine","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"127","63130","San Juan","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"128","63135","El Tecolote INFONAVIT","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"129","63135","El Tecolote","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"130","63136","Independencia","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"131","63137","Residencial La Loma","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"132","63138","Versalles Sur","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"133","63138","Rincón de San Juan","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"134","63139","Versalles Norte","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"135","63147","Secretaria de La Reforma Agraria","22","Gran usuario","17","Tepic","18","Nayarit","63001","Urbano"
"136","63149","Palacio de Gobierno del Estado de Nayarit","22","Gran usuario","17","Tepic","18","Nayarit","63001","Urbano"
"137","63150","Menchaca","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"138","63155","Universidad Autónoma de Nayarit","22","Gran usuario","17","Tepic","18","Nayarit","63001","Urbano"
"139","63156","Burócrata Federal","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"140","63157","Ciudad del Valle","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"141","63158","Caja de Agua","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"142","63159","San Antonio","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"143","63160","Morelos","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"144","63160","Electricistas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"145","63163","Corralón","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"146","63164","Pedregal de San Juan","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"147","63164","El Pedregal","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"148","63164","El Pedregal","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"149","63166","Benito Juárez","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"150","63166","Del Bosque","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"151","63167","Peñita","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"152","63168","Jardines de La Cruz","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"153","63169","Fray Junipero Serra","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"154","63170","Dr. Lucas Vallarta","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"155","63170","Flamingos","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"156","63170","Ferrocarrilero 2a Secc.","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"157","63170","Lagos  de Aztlán","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"158","63170","Los Llanitos","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"159","63170","Las Aves","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"160","63170","México","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"161","63170","Gobierno del Cambio I","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"162","63170","12 de Diciembre","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"163","63172","Unidos por Tu Tranquilidad","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"164","63172","Los ílamos","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"165","63173","Puerta Encanto","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"166","63173","Nayarabastos","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"167","63173","Olimpo","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"168","63173","Del Sol","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"169","63173","Ciudad Industrial","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"170","63173","Jesús García","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"171","63173","Vistas de La Cantera Etapa 2","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"172","63173","Puesta del Sol","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"173","63173","Parque Ecológico","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"174","63173","Puerta Jardí­n","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"175","63173","El Rubí­","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"176","63173","Villas de La Cantera","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"177","63173","Revolución","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"178","63173","Villas del Molino","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"179","63173","Aramara","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"180","63173","Ejidal","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"181","63173","Colinas del Valle","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"182","63173","Jazmines","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"183","63173","Cantera del Nayar","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"184","63173","Villas del Parque","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"185","63173","Vistas de La Cantera","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"186","63173","Ciudad Industrial Microindustria","26","Parque industrial","17","Tepic","18","Nayarit","63001","Urbano"
"187","63173","Molinos del Rey","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"188","63173","Villas del Prado","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"189","63173","Puerta Paraíso","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"190","63173","Jardines del Parque","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"191","63173","La Floresta","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"192","63173","Villas del Roble","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"193","63173","Porta Alta","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"194","63173","Lomas del Encanto","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"195","63173","Justino ívila Arce","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"196","63174","Flores Magón","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"197","63174","Genaro Vázquez","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"198","63174","4 Milpas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"199","63174","La Esperanza","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"200","63174","Venceremos","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"201","63174","Prieto Crispín","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"202","63174","Zitacua","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"203","63174","Las Fincas","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"204","63175","Dr. Cuesta Barrios","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"205","63175","Benito Juárez Oriente","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"206","63175","Instituto Tecnológico de Tepic","22","Gran usuario","17","Tepic","18","Nayarit","63001","Urbano"
"207","63175","Oriental","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"208","63175","Luis Donaldo Colosio Murrieta","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"209","63175","Lagos del Country","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"210","63175","Valle del Country","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"211","63175","Comerciantes","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"212","63175","2 de Agosto","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"213","63175","Gobernadores","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"214","63176","Cáp. Orozco","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"215","63176","Colonial","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"216","63176","Gustavo Díaz Ordaz","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"217","63177","18 de Agosto","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"218","63177","El Capomo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"219","63177","Juventud","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"220","63177","Esteban Baca Calderón","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"221","63177","Heriberto Jara","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"222","63177","Universitario (AGEUAN)","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"223","63177","Ampliación Tierra y Libertad","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"224","63177","Los Manantiales","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"225","63177","Lirios","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"226","63177","Villa las Rosas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"227","63177","Ferrocarrilero 1a Secc.","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"228","63177","Simancas","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"229","63177","Los Colomos","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"230","63177","Villas del Nayar","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"231","63178","Tierra y Libertad","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"232","63178","Luis Donaldo Colosio","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"233","63179","Gilberto Flores Muñoz","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"234","63180","Colinas del Rey","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"235","63180","Burócrata Estatal","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"236","63180","Valle Dorado","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"237","63180","Valle de Nayarit","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"238","63180","Cuauhtémoc","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"239","63180","Bethel","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"240","63180","Moctezuma","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"241","63183","Insurgentes","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"242","63184","Miravalles","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"243","63184","Gardenias","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"244","63185","Los Fresnos Poniente","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"245","63185","Félix Peña","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"246","63185","El 8","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"247","63186","Predio San Martín","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"248","63186","Leyva Medina","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"249","63186","IMSS","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"250","63189","Labores de Godí­nez","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"251","63190","Lázaro Cárdenas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"252","63190","Juan Escutia","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"253","63190","Aviación","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"254","63190","15 de Mayo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"255","63190","Los Fresnos Oriente","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"256","63193","Miguel Hidalgo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"257","63194","Valle Magno","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"258","63194","El Armadillo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"259","63194","El Puerto","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"260","63194","Ladrilleras","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"261","63194","Bonaterra","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"262","63194","Nuevas Palomas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"263","63194","Puente de San Cayetano","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"264","63195","Extamex","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"265","63195","La Joya","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"266","63195","Las Islas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"267","63195","Conasupo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"268","63195","Marco Antonio Fernández","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"269","63195","Severiano Ocegueda","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"270","63195","Los Sauces INFONAVIT","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"271","63195","Valle de Matatipac","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"272","63195","Los Ciruelos","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"273","63195","Jacarandas","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"274","63195","Las Palomas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"275","63195","Paseo del Valle Real","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"276","63196","Castilla","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"277","63196","El Guayabo","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"278","63196","Nueva Aviación","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"279","63196","Periodistas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"280","63196","Caminera","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"281","63196","26 de Septiembre","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"282","63197","5 de Febrero","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"283","63197","Plan de Ayala","37","Zona industrial","17","Tepic","18","Nayarit","63001","Urbano"
"284","63197","Los Fresnos","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"285","63197","Hermosa Provincia","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"286","63197","Los Fresnos INFONAVIT","31","Unidad habitacional","17","Tepic","18","Nayarit","63001","Urbano"
"287","63197","Los Sauces","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"288","63197","Tabacos Aztecas","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"289","63197","Niños Héroes","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"290","63198","Villas de La Paz","21","Fraccionamiento","17","Tepic","18","Nayarit","63001","Urbano"
"291","63199","José María Martínez (El Molino)","9","Colonia","17","Tepic","18","Nayarit","63001","Urbano"
"292","63200","Tuxpan Centro","9","Colonia","18","Tuxpan","18","Nayarit","63201","Urbano"
"293","63202","Talpita","9","Colonia","18","Tuxpan","18","Nayarit","63201","Urbano"
"294","63202","Deportiva","9","Colonia","18","Tuxpan","18","Nayarit","63201","Urbano"
